PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_seq=1808 ttl=64 time=0.214 ms
64 bytes from 10.0.0.2: icmp_seq=1809 ttl=64 time=0.459 ms
64 bytes from 10.0.0.2: icmp_seq=1810 ttl=64 time=0.269 ms
64 bytes from 10.0.0.2: icmp_seq=1811 ttl=64 time=0.225 ms
64 bytes from 10.0.0.2: icmp_seq=1812 ttl=64 time=0.159 ms
64 bytes from 10.0.0.2: icmp_seq=1813 ttl=64 time=0.391 ms
64 bytes from 10.0.0.2: icmp_seq=1814 ttl=64 time=0.230 ms
64 bytes from 10.0.0.2: icmp_seq=1815 ttl=64 time=0.268 ms
64 bytes from 10.0.0.2: icmp_seq=1816 ttl=64 time=0.301 ms
64 bytes from 10.0.0.2: icmp_seq=1817 ttl=64 time=0.246 ms
64 bytes from 10.0.0.2: icmp_seq=1818 ttl=64 time=0.367 ms
64 bytes from 10.0.0.2: icmp_seq=1819 ttl=64 time=1.32 ms
64 bytes from 10.0.0.2: icmp_seq=1820 ttl=64 time=0.310 ms
64 bytes from 10.0.0.2: icmp_seq=1821 ttl=64 time=0.393 ms
64 bytes from 10.0.0.2: icmp_seq=1822 ttl=64 time=0.115 ms
64 bytes from 10.0.0.2: icmp_seq=1823 ttl=64 time=0.249 ms
64 bytes from 10.0.0.2: icmp_seq=1824 ttl=64 time=0.680 ms
64 bytes from 10.0.0.2: icmp_seq=1825 ttl=64 time=1.60 ms
64 bytes from 10.0.0.2: icmp_seq=1826 ttl=64 time=0.280 ms
64 bytes from 10.0.0.2: icmp_seq=1827 ttl=64 time=7.28 ms
64 bytes from 10.0.0.2: icmp_seq=1828 ttl=64 time=0.237 ms
64 bytes from 10.0.0.2: icmp_seq=1829 ttl=64 time=0.351 ms
64 bytes from 10.0.0.2: icmp_seq=1830 ttl=64 time=0.320 ms
64 bytes from 10.0.0.2: icmp_seq=1831 ttl=64 time=0.285 ms
64 bytes from 10.0.0.2: icmp_seq=1832 ttl=64 time=0.115 ms
64 bytes from 10.0.0.2: icmp_seq=1833 ttl=64 time=0.273 ms
64 bytes from 10.0.0.2: icmp_seq=1834 ttl=64 time=0.223 ms
64 bytes from 10.0.0.2: icmp_seq=1835 ttl=64 time=0.264 ms
64 bytes from 10.0.0.2: icmp_seq=1836 ttl=64 time=0.245 ms
64 bytes from 10.0.0.2: icmp_seq=1837 ttl=64 time=0.302 ms
64 bytes from 10.0.0.2: icmp_seq=1838 ttl=64 time=0.268 ms
64 bytes from 10.0.0.2: icmp_seq=1839 ttl=64 time=0.246 ms
64 bytes from 10.0.0.2: icmp_seq=1840 ttl=64 time=0.258 ms
64 bytes from 10.0.0.2: icmp_seq=1841 ttl=64 time=0.346 ms
64 bytes from 10.0.0.2: icmp_seq=1842 ttl=64 time=0.181 ms
64 bytes from 10.0.0.2: icmp_seq=1843 ttl=64 time=0.144 ms
64 bytes from 10.0.0.2: icmp_seq=1844 ttl=64 time=0.316 ms
64 bytes from 10.0.0.2: icmp_seq=1845 ttl=64 time=0.234 ms
64 bytes from 10.0.0.2: icmp_seq=1846 ttl=64 time=0.244 ms
64 bytes from 10.0.0.2: icmp_seq=1847 ttl=64 time=0.235 ms
64 bytes from 10.0.0.2: icmp_seq=1848 ttl=64 time=0.231 ms
64 bytes from 10.0.0.2: icmp_seq=1849 ttl=64 time=0.223 ms
64 bytes from 10.0.0.2: icmp_seq=1850 ttl=64 time=0.276 ms
64 bytes from 10.0.0.2: icmp_seq=1851 ttl=64 time=0.302 ms
64 bytes from 10.0.0.2: icmp_seq=1852 ttl=64 time=0.464 ms
64 bytes from 10.0.0.2: icmp_seq=1853 ttl=64 time=0.182 ms
64 bytes from 10.0.0.2: icmp_seq=1854 ttl=64 time=0.409 ms
64 bytes from 10.0.0.2: icmp_seq=1855 ttl=64 time=0.141 ms
64 bytes from 10.0.0.2: icmp_seq=1856 ttl=64 time=0.157 ms
64 bytes from 10.0.0.2: icmp_seq=1857 ttl=64 time=4.35 ms
64 bytes from 10.0.0.2: icmp_seq=1858 ttl=64 time=0.344 ms
64 bytes from 10.0.0.2: icmp_seq=1859 ttl=64 time=0.356 ms
64 bytes from 10.0.0.2: icmp_seq=1860 ttl=64 time=0.520 ms
64 bytes from 10.0.0.2: icmp_seq=1861 ttl=64 time=0.387 ms
64 bytes from 10.0.0.2: icmp_seq=1862 ttl=64 time=0.218 ms
64 bytes from 10.0.0.2: icmp_seq=1863 ttl=64 time=0.119 ms
64 bytes from 10.0.0.2: icmp_seq=1864 ttl=64 time=0.351 ms
64 bytes from 10.0.0.2: icmp_seq=1865 ttl=64 time=0.274 ms
64 bytes from 10.0.0.2: icmp_seq=1866 ttl=64 time=0.311 ms
64 bytes from 10.0.0.2: icmp_seq=1867 ttl=64 time=0.473 ms
64 bytes from 10.0.0.2: icmp_seq=1868 ttl=64 time=0.363 ms
64 bytes from 10.0.0.2: icmp_seq=1869 ttl=64 time=0.246 ms
64 bytes from 10.0.0.2: icmp_seq=1870 ttl=64 time=0.362 ms
64 bytes from 10.0.0.2: icmp_seq=1871 ttl=64 time=0.241 ms
64 bytes from 10.0.0.2: icmp_seq=1872 ttl=64 time=0.393 ms
64 bytes from 10.0.0.2: icmp_seq=1873 ttl=64 time=0.101 ms
64 bytes from 10.0.0.2: icmp_seq=1874 ttl=64 time=0.349 ms
64 bytes from 10.0.0.2: icmp_seq=1875 ttl=64 time=0.294 ms
64 bytes from 10.0.0.2: icmp_seq=1876 ttl=64 time=0.214 ms
64 bytes from 10.0.0.2: icmp_seq=1877 ttl=64 time=0.450 ms
64 bytes from 10.0.0.2: icmp_seq=1878 ttl=64 time=0.329 ms
64 bytes from 10.0.0.2: icmp_seq=1879 ttl=64 time=0.483 ms
64 bytes from 10.0.0.2: icmp_seq=1880 ttl=64 time=0.505 ms
64 bytes from 10.0.0.2: icmp_seq=1881 ttl=64 time=0.129 ms
64 bytes from 10.0.0.2: icmp_seq=1882 ttl=64 time=0.460 ms
64 bytes from 10.0.0.2: icmp_seq=1883 ttl=64 time=0.134 ms
64 bytes from 10.0.0.2: icmp_seq=1884 ttl=64 time=0.172 ms
64 bytes from 10.0.0.2: icmp_seq=1885 ttl=64 time=0.226 ms
64 bytes from 10.0.0.2: icmp_seq=1886 ttl=64 time=0.226 ms
64 bytes from 10.0.0.2: icmp_seq=1887 ttl=64 time=0.244 ms
64 bytes from 10.0.0.2: icmp_seq=1888 ttl=64 time=0.237 ms
64 bytes from 10.0.0.2: icmp_seq=1889 ttl=64 time=0.277 ms
64 bytes from 10.0.0.2: icmp_seq=1890 ttl=64 time=1.67 ms
64 bytes from 10.0.0.2: icmp_seq=1891 ttl=64 time=0.280 ms
64 bytes from 10.0.0.2: icmp_seq=1892 ttl=64 time=0.470 ms
64 bytes from 10.0.0.2: icmp_seq=1893 ttl=64 time=0.699 ms
64 bytes from 10.0.0.2: icmp_seq=1894 ttl=64 time=0.130 ms
64 bytes from 10.0.0.2: icmp_seq=1895 ttl=64 time=0.403 ms
64 bytes from 10.0.0.2: icmp_seq=1896 ttl=64 time=0.368 ms
64 bytes from 10.0.0.2: icmp_seq=1897 ttl=64 time=0.575 ms
64 bytes from 10.0.0.2: icmp_seq=1898 ttl=64 time=0.901 ms
64 bytes from 10.0.0.2: icmp_seq=1899 ttl=64 time=0.347 ms
64 bytes from 10.0.0.2: icmp_seq=1900 ttl=64 time=0.514 ms
64 bytes from 10.0.0.2: icmp_seq=1901 ttl=64 time=0.198 ms
64 bytes from 10.0.0.2: icmp_seq=1902 ttl=64 time=0.560 ms
64 bytes from 10.0.0.2: icmp_seq=1903 ttl=64 time=0.200 ms
64 bytes from 10.0.0.2: icmp_seq=1904 ttl=64 time=0.152 ms
64 bytes from 10.0.0.2: icmp_seq=1905 ttl=64 time=0.259 ms
64 bytes from 10.0.0.2: icmp_seq=1906 ttl=64 time=0.318 ms
64 bytes from 10.0.0.2: icmp_seq=1907 ttl=64 time=0.267 ms
64 bytes from 10.0.0.2: icmp_seq=1908 ttl=64 time=0.262 ms
64 bytes from 10.0.0.2: icmp_seq=1909 ttl=64 time=0.295 ms
64 bytes from 10.0.0.2: icmp_seq=1910 ttl=64 time=0.126 ms
64 bytes from 10.0.0.2: icmp_seq=1911 ttl=64 time=0.251 ms
64 bytes from 10.0.0.2: icmp_seq=1912 ttl=64 time=0.288 ms
64 bytes from 10.0.0.2: icmp_seq=1913 ttl=64 time=0.179 ms
64 bytes from 10.0.0.2: icmp_seq=1914 ttl=64 time=0.225 ms
64 bytes from 10.0.0.2: icmp_seq=1915 ttl=64 time=0.355 ms
64 bytes from 10.0.0.2: icmp_seq=1916 ttl=64 time=0.181 ms
64 bytes from 10.0.0.2: icmp_seq=1917 ttl=64 time=0.212 ms
64 bytes from 10.0.0.2: icmp_seq=1918 ttl=64 time=0.212 ms
64 bytes from 10.0.0.2: icmp_seq=1919 ttl=64 time=0.153 ms
64 bytes from 10.0.0.2: icmp_seq=1920 ttl=64 time=0.222 ms
64 bytes from 10.0.0.2: icmp_seq=1921 ttl=64 time=0.296 ms
64 bytes from 10.0.0.2: icmp_seq=1922 ttl=64 time=0.416 ms
64 bytes from 10.0.0.2: icmp_seq=1923 ttl=64 time=0.127 ms
64 bytes from 10.0.0.2: icmp_seq=1924 ttl=64 time=0.453 ms
64 bytes from 10.0.0.2: icmp_seq=1925 ttl=64 time=0.257 ms
64 bytes from 10.0.0.2: icmp_seq=1926 ttl=64 time=0.236 ms
64 bytes from 10.0.0.2: icmp_seq=1927 ttl=64 time=0.230 ms
64 bytes from 10.0.0.2: icmp_seq=1928 ttl=64 time=0.872 ms
64 bytes from 10.0.0.2: icmp_seq=1929 ttl=64 time=0.334 ms
64 bytes from 10.0.0.2: icmp_seq=1930 ttl=64 time=0.259 ms
64 bytes from 10.0.0.2: icmp_seq=1931 ttl=64 time=1.32 ms
64 bytes from 10.0.0.2: icmp_seq=1932 ttl=64 time=0.252 ms
64 bytes from 10.0.0.2: icmp_seq=1933 ttl=64 time=3.45 ms
64 bytes from 10.0.0.2: icmp_seq=1934 ttl=64 time=0.173 ms
64 bytes from 10.0.0.2: icmp_seq=1935 ttl=64 time=0.233 ms
64 bytes from 10.0.0.2: icmp_seq=1936 ttl=64 time=0.365 ms
64 bytes from 10.0.0.2: icmp_seq=1937 ttl=64 time=0.179 ms
64 bytes from 10.0.0.2: icmp_seq=1938 ttl=64 time=2.37 ms
64 bytes from 10.0.0.2: icmp_seq=1939 ttl=64 time=0.325 ms
64 bytes from 10.0.0.2: icmp_seq=1940 ttl=64 time=4.27 ms
64 bytes from 10.0.0.2: icmp_seq=1941 ttl=64 time=0.218 ms
64 bytes from 10.0.0.2: icmp_seq=1942 ttl=64 time=18.9 ms
64 bytes from 10.0.0.2: icmp_seq=1943 ttl=64 time=0.132 ms
64 bytes from 10.0.0.2: icmp_seq=1944 ttl=64 time=4.39 ms
64 bytes from 10.0.0.2: icmp_seq=1945 ttl=64 time=7.70 ms
64 bytes from 10.0.0.2: icmp_seq=1946 ttl=64 time=1.83 ms
64 bytes from 10.0.0.2: icmp_seq=1947 ttl=64 time=7.05 ms
64 bytes from 10.0.0.2: icmp_seq=1948 ttl=64 time=3.84 ms
64 bytes from 10.0.0.2: icmp_seq=1949 ttl=64 time=0.529 ms
64 bytes from 10.0.0.2: icmp_seq=1950 ttl=64 time=6.27 ms
64 bytes from 10.0.0.2: icmp_seq=1951 ttl=64 time=10.6 ms
64 bytes from 10.0.0.2: icmp_seq=1952 ttl=64 time=4.81 ms
64 bytes from 10.0.0.2: icmp_seq=1953 ttl=64 time=5.09 ms
64 bytes from 10.0.0.2: icmp_seq=1954 ttl=64 time=1.04 ms
64 bytes from 10.0.0.2: icmp_seq=1955 ttl=64 time=0.401 ms
64 bytes from 10.0.0.2: icmp_seq=1956 ttl=64 time=7.04 ms
64 bytes from 10.0.0.2: icmp_seq=1957 ttl=64 time=1.08 ms
64 bytes from 10.0.0.2: icmp_seq=1958 ttl=64 time=3.61 ms
64 bytes from 10.0.0.2: icmp_seq=1959 ttl=64 time=1.46 ms
64 bytes from 10.0.0.2: icmp_seq=1960 ttl=64 time=0.239 ms
64 bytes from 10.0.0.2: icmp_seq=1961 ttl=64 time=13.8 ms
64 bytes from 10.0.0.2: icmp_seq=1962 ttl=64 time=14.1 ms
64 bytes from 10.0.0.2: icmp_seq=1963 ttl=64 time=2.75 ms
64 bytes from 10.0.0.2: icmp_seq=1964 ttl=64 time=4.24 ms
64 bytes from 10.0.0.2: icmp_seq=1965 ttl=64 time=1.30 ms
64 bytes from 10.0.0.2: icmp_seq=1966 ttl=64 time=5.62 ms
64 bytes from 10.0.0.2: icmp_seq=1967 ttl=64 time=0.787 ms
64 bytes from 10.0.0.2: icmp_seq=1968 ttl=64 time=4.26 ms
64 bytes from 10.0.0.2: icmp_seq=1969 ttl=64 time=1.11 ms
64 bytes from 10.0.0.2: icmp_seq=1970 ttl=64 time=0.894 ms
64 bytes from 10.0.0.2: icmp_seq=1971 ttl=64 time=0.237 ms
64 bytes from 10.0.0.2: icmp_seq=1972 ttl=64 time=1.68 ms
64 bytes from 10.0.0.2: icmp_seq=1973 ttl=64 time=9.44 ms
64 bytes from 10.0.0.2: icmp_seq=1974 ttl=64 time=5.48 ms
64 bytes from 10.0.0.2: icmp_seq=1975 ttl=64 time=0.692 ms
64 bytes from 10.0.0.2: icmp_seq=1976 ttl=64 time=6.20 ms
64 bytes from 10.0.0.2: icmp_seq=1977 ttl=64 time=2.97 ms
64 bytes from 10.0.0.2: icmp_seq=1978 ttl=64 time=10.5 ms
64 bytes from 10.0.0.2: icmp_seq=1979 ttl=64 time=2.45 ms
64 bytes from 10.0.0.2: icmp_seq=1980 ttl=64 time=1.11 ms
64 bytes from 10.0.0.2: icmp_seq=1981 ttl=64 time=0.991 ms
64 bytes from 10.0.0.2: icmp_seq=1982 ttl=64 time=1.60 ms
64 bytes from 10.0.0.2: icmp_seq=1983 ttl=64 time=3.03 ms
64 bytes from 10.0.0.2: icmp_seq=1984 ttl=64 time=2.64 ms
64 bytes from 10.0.0.2: icmp_seq=1985 ttl=64 time=11.0 ms
64 bytes from 10.0.0.2: icmp_seq=1986 ttl=64 time=15.7 ms
64 bytes from 10.0.0.2: icmp_seq=1987 ttl=64 time=2.95 ms
64 bytes from 10.0.0.2: icmp_seq=1988 ttl=64 time=5.51 ms
64 bytes from 10.0.0.2: icmp_seq=1989 ttl=64 time=2.57 ms
64 bytes from 10.0.0.2: icmp_seq=1990 ttl=64 time=7.80 ms
64 bytes from 10.0.0.2: icmp_seq=1991 ttl=64 time=4.16 ms
64 bytes from 10.0.0.2: icmp_seq=1992 ttl=64 time=3.64 ms
64 bytes from 10.0.0.2: icmp_seq=1993 ttl=64 time=0.414 ms
64 bytes from 10.0.0.2: icmp_seq=1994 ttl=64 time=0.114 ms
64 bytes from 10.0.0.2: icmp_seq=1995 ttl=64 time=10.1 ms
64 bytes from 10.0.0.2: icmp_seq=1996 ttl=64 time=4.19 ms
64 bytes from 10.0.0.2: icmp_seq=1997 ttl=64 time=5.14 ms
64 bytes from 10.0.0.2: icmp_seq=1998 ttl=64 time=1.59 ms
64 bytes from 10.0.0.2: icmp_seq=1999 ttl=64 time=1.67 ms
64 bytes from 10.0.0.2: icmp_seq=2000 ttl=64 time=2.63 ms
64 bytes from 10.0.0.2: icmp_seq=2001 ttl=64 time=0.466 ms
64 bytes from 10.0.0.2: icmp_seq=2002 ttl=64 time=6.93 ms
64 bytes from 10.0.0.2: icmp_seq=2003 ttl=64 time=5.96 ms
64 bytes from 10.0.0.2: icmp_seq=2004 ttl=64 time=5.10 ms
64 bytes from 10.0.0.2: icmp_seq=2005 ttl=64 time=2.57 ms
64 bytes from 10.0.0.2: icmp_seq=2006 ttl=64 time=0.489 ms
64 bytes from 10.0.0.2: icmp_seq=2007 ttl=64 time=0.137 ms
64 bytes from 10.0.0.2: icmp_seq=2008 ttl=64 time=0.134 ms
64 bytes from 10.0.0.2: icmp_seq=2009 ttl=64 time=0.342 ms
64 bytes from 10.0.0.2: icmp_seq=2010 ttl=64 time=3.79 ms
64 bytes from 10.0.0.2: icmp_seq=2011 ttl=64 time=0.253 ms
64 bytes from 10.0.0.2: icmp_seq=2012 ttl=64 time=0.353 ms
64 bytes from 10.0.0.2: icmp_seq=2013 ttl=64 time=0.306 ms
64 bytes from 10.0.0.2: icmp_seq=2014 ttl=64 time=0.109 ms
64 bytes from 10.0.0.2: icmp_seq=2015 ttl=64 time=0.226 ms
64 bytes from 10.0.0.2: icmp_seq=2016 ttl=64 time=0.513 ms
64 bytes from 10.0.0.2: icmp_seq=2017 ttl=64 time=0.203 ms
64 bytes from 10.0.0.2: icmp_seq=2018 ttl=64 time=0.238 ms
64 bytes from 10.0.0.2: icmp_seq=2019 ttl=64 time=0.257 ms
64 bytes from 10.0.0.2: icmp_seq=2020 ttl=64 time=0.228 ms
64 bytes from 10.0.0.2: icmp_seq=2021 ttl=64 time=6.99 ms
64 bytes from 10.0.0.2: icmp_seq=2022 ttl=64 time=0.316 ms
64 bytes from 10.0.0.2: icmp_seq=2023 ttl=64 time=0.388 ms
64 bytes from 10.0.0.2: icmp_seq=2024 ttl=64 time=0.118 ms
64 bytes from 10.0.0.2: icmp_seq=2025 ttl=64 time=0.469 ms
64 bytes from 10.0.0.2: icmp_seq=2026 ttl=64 time=0.351 ms
64 bytes from 10.0.0.2: icmp_seq=2027 ttl=64 time=0.115 ms
64 bytes from 10.0.0.2: icmp_seq=2028 ttl=64 time=0.156 ms
64 bytes from 10.0.0.2: icmp_seq=2029 ttl=64 time=0.093 ms
64 bytes from 10.0.0.2: icmp_seq=2030 ttl=64 time=0.442 ms
64 bytes from 10.0.0.2: icmp_seq=2031 ttl=64 time=0.167 ms
64 bytes from 10.0.0.2: icmp_seq=2032 ttl=64 time=1.25 ms
64 bytes from 10.0.0.2: icmp_seq=2033 ttl=64 time=0.393 ms
64 bytes from 10.0.0.2: icmp_seq=2034 ttl=64 time=0.129 ms
64 bytes from 10.0.0.2: icmp_seq=2035 ttl=64 time=0.453 ms
64 bytes from 10.0.0.2: icmp_seq=2036 ttl=64 time=0.668 ms
64 bytes from 10.0.0.2: icmp_seq=2037 ttl=64 time=0.371 ms
64 bytes from 10.0.0.2: icmp_seq=2038 ttl=64 time=0.522 ms
64 bytes from 10.0.0.2: icmp_seq=2039 ttl=64 time=0.235 ms
64 bytes from 10.0.0.2: icmp_seq=2040 ttl=64 time=0.266 ms
64 bytes from 10.0.0.2: icmp_seq=2041 ttl=64 time=0.276 ms
64 bytes from 10.0.0.2: icmp_seq=2042 ttl=64 time=0.152 ms
64 bytes from 10.0.0.2: icmp_seq=2043 ttl=64 time=0.633 ms
64 bytes from 10.0.0.2: icmp_seq=2044 ttl=64 time=0.115 ms
64 bytes from 10.0.0.2: icmp_seq=2045 ttl=64 time=0.187 ms
64 bytes from 10.0.0.2: icmp_seq=2046 ttl=64 time=0.366 ms
64 bytes from 10.0.0.2: icmp_seq=2047 ttl=64 time=0.281 ms
64 bytes from 10.0.0.2: icmp_seq=2048 ttl=64 time=0.232 ms
64 bytes from 10.0.0.2: icmp_seq=2049 ttl=64 time=0.383 ms
64 bytes from 10.0.0.2: icmp_seq=2050 ttl=64 time=0.343 ms
64 bytes from 10.0.0.2: icmp_seq=2051 ttl=64 time=0.335 ms
64 bytes from 10.0.0.2: icmp_seq=2052 ttl=64 time=0.394 ms
64 bytes from 10.0.0.2: icmp_seq=2053 ttl=64 time=0.295 ms
64 bytes from 10.0.0.2: icmp_seq=2054 ttl=64 time=0.137 ms
64 bytes from 10.0.0.2: icmp_seq=2055 ttl=64 time=0.140 ms
64 bytes from 10.0.0.2: icmp_seq=2056 ttl=64 time=0.282 ms
64 bytes from 10.0.0.2: icmp_seq=2057 ttl=64 time=0.295 ms
64 bytes from 10.0.0.2: icmp_seq=2058 ttl=64 time=0.364 ms
64 bytes from 10.0.0.2: icmp_seq=2059 ttl=64 time=0.296 ms
64 bytes from 10.0.0.2: icmp_seq=2060 ttl=64 time=1.11 ms
64 bytes from 10.0.0.2: icmp_seq=2061 ttl=64 time=0.561 ms
64 bytes from 10.0.0.2: icmp_seq=2062 ttl=64 time=0.471 ms
64 bytes from 10.0.0.2: icmp_seq=2063 ttl=64 time=0.238 ms
64 bytes from 10.0.0.2: icmp_seq=2064 ttl=64 time=0.114 ms
64 bytes from 10.0.0.2: icmp_seq=2065 ttl=64 time=0.401 ms
64 bytes from 10.0.0.2: icmp_seq=2066 ttl=64 time=0.401 ms
64 bytes from 10.0.0.2: icmp_seq=2067 ttl=64 time=0.574 ms
64 bytes from 10.0.0.2: icmp_seq=2068 ttl=64 time=0.157 ms
64 bytes from 10.0.0.2: icmp_seq=2069 ttl=64 time=0.389 ms
64 bytes from 10.0.0.2: icmp_seq=2070 ttl=64 time=0.366 ms
64 bytes from 10.0.0.2: icmp_seq=2071 ttl=64 time=0.535 ms
64 bytes from 10.0.0.2: icmp_seq=2072 ttl=64 time=0.550 ms
64 bytes from 10.0.0.2: icmp_seq=2073 ttl=64 time=0.594 ms
64 bytes from 10.0.0.2: icmp_seq=2074 ttl=64 time=0.152 ms
64 bytes from 10.0.0.2: icmp_seq=2075 ttl=64 time=0.974 ms
64 bytes from 10.0.0.2: icmp_seq=2076 ttl=64 time=0.300 ms
64 bytes from 10.0.0.2: icmp_seq=2077 ttl=64 time=0.382 ms
64 bytes from 10.0.0.2: icmp_seq=2078 ttl=64 time=0.316 ms
64 bytes from 10.0.0.2: icmp_seq=2079 ttl=64 time=0.335 ms
64 bytes from 10.0.0.2: icmp_seq=2080 ttl=64 time=0.117 ms
64 bytes from 10.0.0.2: icmp_seq=2081 ttl=64 time=0.456 ms
