1734733453.115419,0
1734733453.219483,11
1734733453.347093,21
1734733453.460094,28
1734733453.575724,36
1734733453.692204,44
1734733453.799138,52
1734733453.920286,59
1734733454.034846,68
1734733454.146162,76
1734733454.258418,84
1734733454.369642,93
1734733454.476436,100
1734733454.590641,100
1734733454.704514,100
1734733454.812420,100
1734733454.925140,100
1734733455.037308,100
1734733455.144857,100
1734733455.249182,100
1734733455.365150,100
1734733455.478420,100
1734733455.591066,100
1734733455.704288,100
1734733455.820596,100
1734733455.925523,100
1734733456.041353,100
1734733456.157342,100
1734733456.279080,100
1734733456.385002,100
1734733456.494968,100
1734733456.615563,100
1734733456.734670,100
1734733456.844295,99
1734733456.966254,99
1734733457.084811,100
1734733457.193582,100
1734733457.307726,100
1734733457.415816,100
1734733457.523078,99
1734733457.635179,100
1734733457.751549,100
1734733457.860693,100
1734733457.977414,99
1734733458.096480,100
1734733458.218415,100
1734733458.333170,100
1734733458.439538,100
1734733458.552555,100
1734733458.665751,99
1734733458.786550,99
1734733458.900692,100
1734733459.012630,100
1734733459.129978,100
1734733459.243703,100
1734733459.358371,100
1734733459.474297,100
1734733459.579113,99
1734733459.696666,100
1734733459.809930,100
1734733459.965259,100
1734733460.079197,100
1734733460.183473,100
1734733460.298285,96
1734733460.413725,92
1734733460.526421,85
1734733460.636572,78
1734733460.757160,78
1734733460.870636,75
1734733460.982677,76
1734733461.101550,76
1734733461.207216,78
1734733461.327322,79
1734733461.438254,79
1734733461.546324,77
1734733461.655853,78
1734733461.780021,78
1734733461.892460,78
1734733462.006971,78
1734733462.123815,78
1734733462.232977,77
1734733462.349251,75
1734733462.464391,75
1734733462.585588,74
1734733462.690364,74
1734733462.811370,74
1734733462.918791,74
1734733463.030456,74
1734733463.141144,75
1734733463.253210,75
1734733463.358865,75
1734733463.467092,75
1734733463.576001,75
1734733463.691378,75
1734733463.797001,75
1734733463.913130,73
1734733464.029783,74
1734733464.142880,74
1734733464.251477,75
1734733464.366834,74
1734733464.492675,76
1734733464.613225,75
1734733464.725870,74
1734733464.834646,73
1734733464.948303,73
1734733465.064006,73
1734733465.174931,72
1734733465.290611,72
1734733465.405002,72
1734733465.509308,71
1734733465.627598,70
1734733465.741633,69
1734733465.860819,70
1734733465.967697,71
1734733466.085990,72
1734733466.199732,73
1734733466.309514,74
1734733466.419664,74
1734733466.525111,74
1734733466.648270,74
1734733466.759200,73
1734733466.881119,73
1734733466.987529,73
1734733467.110282,72
1734733467.237915,72
1734733467.356396,71
1734733467.474496,71
1734733467.587888,71
1734733467.696012,71
1734733467.813127,71
1734733467.928655,71
1734733468.040491,72
1734733468.150421,72
1734733468.261614,72
1734733468.375735,72
1734733468.489135,72
1734733468.602631,72
1734733468.707356,71
1734733468.835129,71
1734733468.955079,73
1734733469.075773,73
1734733469.187868,72
1734733469.310718,72
1734733469.428480,72
1734733469.560065,72
1734733469.683655,73
1734733469.793601,72
1734733469.900258,73
1734733470.016991,73
1734733470.142609,73
1734733470.249620,73
1734733470.369114,72
1734733470.488839,73
1734733470.612193,74
1734733470.734158,75
1734733470.854483,75
1734733470.964271,75
1734733471.083486,74
1734733471.208693,75
1734733471.329177,75
1734733471.441542,75
1734733471.555174,74
1734733471.668488,75
1734733471.777965,75
1734733471.890665,75
1734733472.002370,74
1734733472.125826,73
1734733472.242465,73
1734733472.359198,74
1734733472.469860,73
1734733472.598418,73
1734733472.721825,74
1734733472.845015,74
1734733472.964853,74
1734733473.078703,74
1734733473.188380,73
1734733473.303154,74
1734733473.414613,73
1734733473.521861,74
1734733473.636562,74
1734733473.748047,73
1734733473.859412,74
1734733473.966584,74
1734733474.077545,74
1734733474.201145,74
1734733474.332109,74
1734733474.458978,74
1734733474.611136,74
1734733474.723027,74
1734733474.849849,75
1734733474.971814,75
1734733475.092199,75
1734733475.214566,74
1734733475.340276,75
1734733475.447284,76
1734733475.568544,76
1734733475.672972,76
1734733475.789573,76
1734733475.908657,75
1734733476.020804,76
1734733476.139153,76
1734733476.250268,75
1734733476.362907,76
1734733476.473087,77
1734733476.583725,78
1734733476.693011,77
1734733476.816968,78
1734733476.930211,78
1734733477.044551,78
1734733477.198874,79
1734733477.311377,79
1734733477.425714,79
1734733477.530015,79
1734733477.642391,79
1734733477.751380,78
1734733477.856708,79
1734733477.972456,79
1734733478.093331,79
1734733478.207259,78
1734733478.322362,78
1734733478.433859,78
1734733478.542891,79
1734733478.660267,79
1734733478.780515,79
1734733478.886431,79
1734733478.999321,79
1734733479.112039,80
1734733479.226565,80
1734733479.344093,80
1734733479.459410,80
1734733479.573358,80
1734733479.678181,80
1734733479.794359,81
1734733479.900504,81
1734733480.018658,79
1734733480.151884,80
1734733480.268589,80
1734733480.380822,80
1734733480.494879,80
1734733480.609626,81
1734733480.717573,81
1734733480.834431,81
1734733480.939584,80
1734733481.057580,80
1734733481.179674,79
1734733481.290331,81
1734733481.403404,82
1734733481.508656,81
1734733481.630092,81
1734733481.735168,81
1734733481.850055,82
1734733481.967433,82
1734733482.078528,83
1734733482.204387,82
1734733482.318813,83
1734733482.432704,81
1734733482.544658,82
1734733482.655610,82
1734733482.773779,83
1734733482.902211,83
1734733483.013757,83
1734733483.121167,82
1734733483.282936,82
1734733483.397213,82
1734733483.511056,83
1734733483.626218,83
1734733483.746132,84
1734733483.860405,84
1734733483.970484,84
1734733484.091601,85
1734733484.197453,84
1734733484.315088,84
1734733484.425728,83
1734733484.531262,83
1734733484.648629,83
1734733484.763131,82
1734733484.876956,83
1734733484.989448,83
1734733485.106197,83
1734733485.211106,82
1734733485.329582,83
1734733485.442331,83
1734733485.550904,83
1734733485.670122,83
1734733485.790228,83
1734733485.906114,84
1734733486.010579,84
1734733486.127878,84
1734733486.238307,84
1734733486.358374,84
1734733486.479458,85
1734733486.600121,86
1734733486.710519,85
1734733486.822593,85
1734733486.942224,86
1734733487.047919,86
1734733487.168415,86
1734733487.281129,87
1734733487.390182,87
1734733487.497346,87
1734733487.618558,87
1734733487.729958,86
1734733487.840272,86
1734733487.965497,86
1734733488.088046,86
1734733488.195672,86
1734733488.307639,87
1734733488.413261,86
1734733488.519548,88
1734733488.635693,88
1734733488.754298,88
1734733488.872271,88
1734733488.988876,87
1734733489.102253,87
1734733489.213250,87
1734733489.328274,87
1734733489.440867,88
1734733489.557233,88
1734733489.679017,88
1734733489.796680,88
1734733489.920236,87
1734733490.030161,88
1734733490.141400,88
1734733490.253387,89
1734733490.378077,87
1734733490.490661,88
1734733490.599862,89
1734733490.713108,89
1734733490.818392,89
1734733490.925366,90
1734733491.042029,90
1734733491.303046,91
1734733491.425828,91
1734733491.536729,90
1734733491.647663,90
1734733491.761490,90
1734733491.873256,90
1734733491.984622,90
1734733492.095805,90
1734733492.206622,90
1734733492.321289,90
1734733492.426851,90
1734733492.535759,89
1734733492.645795,90
1734733492.773500,90
1734733492.920989,90
1734733493.032417,90
1734733493.140443,90
1734733493.252144,91
1734733493.360660,92
1734733493.481258,92
1734733493.591601,92
1734733493.707049,92
1734733493.824913,92
1734733493.939049,92
1734733494.052786,92
1734733494.168011,93
1734733494.283883,92
1734733494.399709,94
1734733494.504447,94
1734733494.628742,93
1734733494.749968,93
1734733494.873673,94
1734733494.984751,94
1734733495.095619,94
1734733495.207784,93
1734733495.322499,93
1734733495.440356,94
1734733495.547011,95
1734733495.664248,93
1734733495.777287,93
1734733495.982042,94
1734733496.093201,94
1734733496.216744,95
1734733496.331642,95
1734733496.447221,95
1734733496.565371,95
1734733496.684835,95
1734733496.805713,96
1734733496.918199,96
1734733497.027544,96
1734733497.136818,96
1734733497.249176,95
1734733497.361763,94
1734733497.475771,94
1734733497.596666,90
1734733497.702524,90
1734733497.815810,90
1734733497.928200,91
1734733498.032852,91
1734733498.144249,86
1734733498.252972,87
1734733498.365922,83
1734733498.472494,79
1734733498.581130,78
1734733498.691378,78
1734733498.803235,78
1734733498.915522,78
1734733499.024656,78
1734733499.130842,78
1734733499.242585,77
1734733499.356520,77
1734733499.471869,76
1734733499.581545,83
1734733499.697978,83
1734733499.803657,83
1734733499.916438,83
1734733500.034011,83
1734733500.152494,83
1734733500.258896,83
1734733500.374848,83
1734733500.482456,84
1734733500.592718,80
1734733500.705512,86
1734733500.817223,86
1734733500.930336,86
1734733501.041948,86
1734733501.150727,86
1734733501.261510,85
1734733501.374475,85
1734733501.487577,86
1734733501.605125,86
1734733501.715185,86
1734733501.829985,86
1734733501.936383,87
1734733502.046861,87
1734733502.166814,87
1734733502.277884,87
1734733502.394884,87
1734733502.502038,87
1734733502.612620,87
1734733502.725157,88
1734733502.840753,89
1734733502.945979,89
1734733503.067540,89
1734733503.177356,89
1734733503.286707,89
1734733503.406346,88
1734733503.513415,88
1734733503.633135,88
1734733503.742363,89
1734733503.857072,89
1734733503.968046,89
1734733504.077470,89
1734733504.193213,89
1734733504.302799,90
1734733504.416790,90
1734733504.529648,90
1734733504.643724,89
1734733504.751628,89
1734733504.859684,89
1734733504.973933,90
1734733505.085881,90
1734733505.242011,91
1734733505.357869,91
1734733505.466200,91
1734733505.585420,91
1734733505.698330,92
1734733505.811876,92
1734733505.923959,92
1734733506.030978,92
1734733506.137060,92
1734733506.251498,92
1734733506.364883,92
1734733506.471790,91
1734733506.585605,92
1734733506.698196,91
1734733506.809877,90
1734733506.926297,91
1734733507.045802,91
1734733507.162276,91
1734733507.267169,91
1734733507.386541,91
1734733507.494348,90
1734733507.600735,90
1734733507.716125,92
1734733507.830838,91
1734733507.948524,91
1734733508.063710,91
1734733508.183333,92
1734733508.298484,92
1734733508.419087,93
1734733508.524661,93
1734733508.635843,93
1734733508.754500,93
1734733508.862099,93
1734733508.985408,93
1734733509.100297,93
1734733509.217148,93
1734733509.327327,92
1734733509.440329,91
1734733509.548418,92
1734733509.654357,92
1734733509.777362,92
1734733509.888749,92
1734733510.000809,92
1734733510.112018,92
1734733510.227245,92
1734733510.338108,92
1734733510.442703,93
1734733510.554084,93
1734733510.665673,93
1734733510.783540,94
1734733510.893166,95
1734733511.008613,95
1734733511.123218,94
1734733511.237122,95
1734733511.347786,95
1734733511.452417,95
1734733511.573970,96
1734733511.685168,96
1734733511.790416,96
1734733511.909035,96
1734733512.017428,96
1734733512.128692,96
1734733512.239256,96
1734733512.349344,97
1734733512.458640,97
1734733512.562794,97
1734733512.679202,98
1734733512.793974,98
1734733512.900805,97
1734733513.018710,96
1734733513.130260,97
1734733513.247728,97
1734733513.364153,96
1734733513.475327,96
1734733513.581804,97
1734733513.694911,99
1734733513.811358,98
1734733513.915874,97
1734733514.035767,98
1734733514.146927,98
1734733514.257447,98
1734733514.370120,98
1734733514.482719,98
1734733514.604945,98
1734733514.712241,98
1734733514.831524,98
1734733514.938394,97
1734733515.066407,98
1734733515.174985,98
1734733515.288578,98
1734733515.405138,98
1734733515.511491,98
1734733515.621264,98
1734733515.726636,99
1734733515.841686,99
1734733515.959794,99
1734733516.065156,99
1734733516.181435,99
1734733516.294551,99
1734733516.411027,99
1734733516.517829,99
1734733516.637404,99
1734733516.759493,99
1734733516.876017,99
1734733516.997245,100
1734733517.102081,99
1734733517.220786,97
1734733517.337775,98
1734733517.450110,97
1734733517.577992,97
1734733517.687246,97
1734733517.799921,99
1734733517.904512,99
1734733518.018234,99
1734733518.131319,99
1734733518.242701,99
1734733518.360951,99
1734733518.475914,100
1734733518.598755,99
1734733518.714515,100
1734733518.822298,100
1734733518.934484,100
1734733519.065564,99
1734733519.175655,100
1734733519.285773,99
1734733519.389601,100
1734733519.505031,99
1734733519.622711,100
1734733519.754822,100
1734733519.877194,98
1734733519.997526,100
1734733520.112488,99
1734733520.237980,99
1734733520.345846,99
1734733520.458558,99
1734733520.565130,100
1734733520.670454,98
1734733520.774976,99
1734733520.880851,99
1734733520.986228,100
1734733521.090523,99
1734733521.196943,99
1734733521.305626,98
1734733521.412308,99
1734733521.520065,99
1734733521.624672,100
1734733521.733816,100
1734733521.838289,100
1734733521.945222,99
1734733522.051985,100
1734733522.157211,100
1734733522.262285,100
1734733522.371850,99
1734733522.484883,99
1734733522.589227,98
1734733522.693630,97
1734733522.801772,96
1734733522.906053,96
1734733523.015079,96
1734733523.126013,94
1734733523.237866,94
1734733523.357728,88
1734733523.485404,83
1734733523.601650,76
1734733523.710724,72
1734733523.817026,72
